FamilyID,EntityID,DateAdded,DateRemoved,Relation to HoH
5116,24422,2013-03-08 08:53:32.507,9999-12-31 00:00:00.000,Self
3426,8583,2012-06-05 15:26:31.380,9999-12-31 00:00:00.000,Self
15142,30428,2013-09-11 10:51:35.217,9999-12-31 00:00:00.000,Self
3790,11999,2011-10-03 00:00:00.000,9999-12-31 00:00:00.000,Self
10213,26865,2013-03-25 10:44:03.963,9999-12-31 00:00:00.000,Self
2863,8324,2013-10-01 12:12:22.540,9999-12-31 00:00:00.000,Self
3789,13299,2014-09-09 00:00:00.000,2021-08-19 00:00:00.000,Parent
5436,17565,2013-10-30 00:00:00.000,9999-12-31 00:00:00.000,Self
11467,8443,2012-11-20 00:00:00.000,9999-12-31 00:00:00.000,Self
14812,26988,2012-05-07 08:34:12.187,9999-12-31 00:00:00.000,Self
14569,27025,2014-08-01 00:00:00.000,9999-12-31 00:00:00.000,Self
2879,10703,2014-07-09 00:00:00.000,9999-12-31 00:00:00.000,Self
9431,16593,2013-08-27 14:00:29.893,9999-12-31 00:00:00.000,Self
3795,7121,2012-09-04 13:28:02.377,9999-12-31 00:00:00.000,Self
12095,18107,2012-02-24 00:00:00.000,9999-12-31 00:00:00.000,Self
6208,16459,2013-05-29 08:39:57.737,9999-12-31 00:00:00.000,Self
13718,29773,2013-04-23 00:00:00.000,2017-02-02 00:00:00.000,Self
15268,10266,2011-12-23 00:00:00.000,9999-12-31 00:00:00.000,Self
10824,21024,2011-12-28 10:27:59.403,9999-12-31 00:00:00.000,Self
12996,29629,2012-11-05 00:00:00.000,2016-04-04 00:00:00.000,Self
15569,27097,2012-09-24 10:50:58.530,9999-12-31 00:00:00.000,Self
10017,18137,2012-12-17 08:56:44.737,9999-12-31 00:00:00.000,Self
9620,6597,2012-04-06 08:51:26.620,9999-12-31 00:00:00.000,Self
10907,11786,2011-10-06 00:00:00.000,9999-12-31 00:00:00.000,Self
8671,27155,2014-03-11 15:01:29.507,9999-12-31 00:00:00.000,Self
15517,10758,2013-12-11 09:29:29.613,9999-12-31 00:00:00.000,Self
6620,17427,2012-06-06 10:42:29.730,9999-12-31 00:00:00.000,Self
15667,24755,2012-01-12 08:50:00.357,9999-12-31 00:00:00.000,Self
3950,20318,2012-02-06 10:04:23.937,9999-12-31 00:00:00.000,Self
10644,8422,2012-06-11 00:00:00.000,9999-12-31 00:00:00.000,Self
9428,7529,2012-03-15 00:00:00.000,9999-12-31 00:00:00.000,Self
12205,25467,2012-12-13 08:20:56.953,9999-12-31 00:00:00.000,Self
6446,18733,2012-02-16 09:20:12.403,9999-12-31 00:00:00.000,Self
9296,15760,2014-03-05 12:18:37.903,9999-12-31 00:00:00.000,Self
14330,22307,2014-09-15 00:00:00.000,9999-12-31 00:00:00.000,Self
8641,17974,2013-05-28 10:56:18.690,9999-12-31 00:00:00.000,Self
15994,22663,2013-04-11 00:00:00.000,9999-12-31 00:00:00.000,Self
3984,25106,2013-12-23 13:45:13.177,9999-12-31 00:00:00.000,Self
12948,18421,2011-09-16 12:21:02.810,9999-12-31 00:00:00.000,Self
10878,18655,2014-04-24 00:00:00.000,9999-12-31 00:00:00.000,Self
15508,8116,2012-02-06 00:00:00.000,9999-12-31 00:00:00.000,Self
3872,20641,2012-10-25 07:36:50.943,9999-12-31 00:00:00.000,Self
4013,41879,2014-07-14 00:00:00.000,2017-10-31 00:00:00.000,Self
5766,17020,2014-10-14 12:32:50.650,9999-12-31 00:00:00.000,Self
7682,28307,2013-05-31 09:37:17.627,9999-12-31 00:00:00.000,Self
14945,22494,2012-03-13 10:28:32.650,9999-12-31 00:00:00.000,Self
11341,17856,2011-10-17 00:00:00.000,9999-12-31 00:00:00.000,Self
12288,6046,2013-07-09 16:44:33.067,9999-12-31 00:00:00.000,Self
10082,29106,2011-09-29 09:32:43.810,9999-12-31 00:00:00.000,Self
10553,29135,2012-10-11 09:16:29.960,9999-12-31 00:00:00.000,Self
5924,10825,2013-11-05 17:19:23.850,9999-12-31 00:00:00.000,Self
9689,11370,2013-04-04 10:32:48.037,9999-12-31 00:00:00.000,Self
12945,10574,2013-05-21 00:00:00.000,9999-12-31 00:00:00.000,Self
2811,16589,2011-09-28 00:00:00.000,9999-12-31 00:00:00.000,Self
6201,19667,2011-12-02 10:25:43.607,9999-12-31 00:00:00.000,Self
14683,14503,2011-09-14 00:00:00.000,9999-12-31 00:00:00.000,Self
10442,8348,2013-02-25 00:00:00.000,9999-12-31 00:00:00.000,Self
9176,15530,2012-08-16 00:00:00.000,9999-12-31 00:00:00.000,Self
5125,21626,2012-03-13 11:23:30.353,9999-12-31 00:00:00.000,Self
7841,21995,2011-11-09 00:00:00.000,9999-12-31 00:00:00.000,Self
15474,16180,2014-12-09 15:42:37.860,9999-12-31 00:00:00.000,Self
12058,18212,2012-05-01 11:50:24.307,9999-12-31 00:00:00.000,Self
4779,18246,2013-06-25 10:11:44.460,9999-12-31 00:00:00.000,Self
3940,25695,2014-07-08 09:00:18.400,9999-12-31 00:00:00.000,Self
10375,12456,2011-12-16 00:00:00.000,9999-12-31 00:00:00.000,Self
5137,21680,2011-10-12 07:20:10.060,9999-12-31 00:00:00.000,Self
13683,9912,2013-08-05 00:00:00.000,9999-12-31 00:00:00.000,Self
9413,18405,2012-07-26 08:19:13.367,9999-12-31 00:00:00.000,Self
7781,26576,2011-10-17 14:42:53.090,9999-12-31 00:00:00.000,Self
11294,7715,2011-10-31 13:50:04.000,9999-12-31 00:00:00.000,Self
12898,8045,2012-01-30 08:15:08.077,9999-12-31 00:00:00.000,Self
2937,6881,2014-08-08 10:25:36.860,9999-12-31 00:00:00.000,Self
13447,22251,2011-11-03 00:00:00.000,9999-12-31 00:00:00.000,Self
10356,23994,2011-09-22 00:00:00.000,9999-12-31 00:00:00.000,Self
3512,26064,2014-11-07 00:00:00.000,9999-12-31 00:00:00.000,Self
12875,17459,2013-06-25 15:25:06.820,9999-12-31 00:00:00.000,Self
13890,24401,2011-11-14 12:43:46.670,9999-12-31 00:00:00.000,Self
12424,7393,2011-12-14 00:00:00.000,9999-12-31 00:00:00.000,Self
6513,15946,2013-08-26 09:34:52.827,9999-12-31 00:00:00.000,Self
14002,23212,2012-10-04 08:09:02.407,9999-12-31 00:00:00.000,Self
4508,6934,2013-07-30 09:08:51.677,9999-12-31 00:00:00.000,Self
14616,15071,2013-09-17 00:00:00.000,9999-12-31 00:00:00.000,Self
8270,19187,2013-03-25 00:00:00.000,9999-12-31 00:00:00.000,Self
12931,10337,2011-10-26 00:00:00.000,9999-12-31 00:00:00.000,Self
14154,15714,2014-03-19 10:04:26.627,9999-12-31 00:00:00.000,Self
12173,22888,2011-11-16 00:00:00.000,9999-12-31 00:00:00.000,Self
4136,6668,2012-07-26 12:58:02.583,9999-12-31 00:00:00.000,Self
2844,16083,2012-01-06 08:13:28.793,9999-12-31 00:00:00.000,Self
15926,25870,2012-05-02 00:00:00.000,9999-12-31 00:00:00.000,Self
10968,44243,2013-03-05 00:00:00.000,2017-02-07 00:00:00.000,Self
6111,25860,2013-06-06 00:00:00.000,9999-12-31 00:00:00.000,Self
9770,28085,2011-10-25 12:10:32.310,9999-12-31 00:00:00.000,Self
12730,8727,2013-01-28 00:00:00.000,9999-12-31 00:00:00.000,Self
11569,20351,2011-10-03 15:09:49.437,9999-12-31 00:00:00.000,Self
11337,27917,2011-10-21 00:00:00.000,9999-12-31 00:00:00.000,Self
12159,27031,2012-07-24 00:00:00.000,9999-12-31 00:00:00.000,Self
8878,26992,2012-05-09 12:26:03.987,9999-12-31 00:00:00.000,Self
4733,26700,2014-04-29 07:57:11.030,9999-12-31 00:00:00.000,Self
12457,10673,2014-05-13 00:00:00.000,9999-12-31 00:00:00.000,Self
15831,25262,2012-07-30 00:00:00.000,9999-12-31 00:00:00.000,Self
12434,29336,2011-11-15 07:34:22.543,9999-12-31 00:00:00.000,Self
10086,11964,2013-03-08 00:00:00.000,9999-12-31 00:00:00.000,Self
4157,15348,2011-12-21 14:54:56.263,9999-12-31 00:00:00.000,Self
4205,24388,2012-05-08 00:00:00.000,9999-12-31 00:00:00.000,Self
2792,28528,2011-10-06 14:18:12.373,9999-12-31 00:00:00.000,Self
5134,21588,2013-07-15 00:00:00.000,9999-12-31 00:00:00.000,Self
15218,14930,2011-10-06 09:43:41.530,9999-12-31 00:00:00.000,Self
8512,10053,2011-10-18 00:00:00.000,9999-12-31 00:00:00.000,Self
7182,23697,2012-01-30 10:37:51.077,9999-12-31 00:00:00.000,Self
13565,17887,2014-09-16 10:59:09.687,9999-12-31 00:00:00.000,Self
5426,25928,2012-01-11 08:07:31.293,9999-12-31 00:00:00.000,Self
14068,24925,2012-08-21 00:00:00.000,9999-12-31 00:00:00.000,Self
6067,25503,2011-12-12 14:33:38.590,9999-12-31 00:00:00.000,Self
8738,21145,2013-08-27 00:00:00.000,2020-11-05 00:00:00.000,Other Non-Relative
3255,20140,2013-05-06 08:32:26.877,9999-12-31 00:00:00.000,Self
6785,23506,2011-12-07 10:24:02.403,9999-12-31 00:00:00.000,Self
9573,27004,2011-11-11 12:32:34.780,9999-12-31 00:00:00.000,Self
13283,7769,2011-09-15 08:12:06.060,9999-12-31 00:00:00.000,Self
5571,18189,2012-08-28 11:54:48.427,9999-12-31 00:00:00.000,Self
12444,25760,2012-03-07 14:43:21.033,9999-12-31 00:00:00.000,Self
3968,26117,2011-11-03 09:38:54.590,9999-12-31 00:00:00.000,Self
15902,22009,2014-05-29 08:59:54.273,9999-12-31 00:00:00.000,Self
13853,21855,2012-04-11 09:27:51.660,9999-12-31 00:00:00.000,Self
8727,21241,2013-05-06 00:00:00.000,9999-12-31 00:00:00.000,Self
13055,27961,2012-02-10 14:43:24.780,9999-12-31 00:00:00.000,Self
7259,28633,2014-04-14 00:00:00.000,9999-12-31 00:00:00.000,Self
7926,22642,2011-09-29 00:00:00.000,9999-12-31 00:00:00.000,Self
14081,6824,2011-12-08 00:00:00.000,9999-12-31 00:00:00.000,Self
5277,14130,2013-03-20 10:28:13.290,9999-12-31 00:00:00.000,Self
3424,19312,2011-11-28 00:00:00.000,9999-12-31 00:00:00.000,Self
15805,15186,2014-01-06 00:00:00.000,9999-12-31 00:00:00.000,Self
10354,18821,2013-11-12 00:00:00.000,9999-12-31 00:00:00.000,Self
12712,12978,2013-05-27 13:29:33.873,9999-12-31 00:00:00.000,Self
5060,6672,2013-02-07 12:56:52.207,9999-12-31 00:00:00.000,Self
15431,24558,2014-12-06 09:09:58.967,9999-12-31 00:00:00.000,Self
9522,12647,2013-03-13 10:44:48.720,9999-12-31 00:00:00.000,Self
10697,40768,2012-01-31 00:00:00.000,2016-11-29 00:00:00.000,Self
9454,7792,2013-09-09 09:32:07.423,9999-12-31 00:00:00.000,Self
11924,26299,2011-10-25 00:00:00.000,9999-12-31 00:00:00.000,Self
5368,6426,2011-12-28 14:40:16.950,9999-12-31 00:00:00.000,Self
11240,28602,2012-05-30 13:18:19.567,9999-12-31 00:00:00.000,Self
6114,16123,2014-05-30 00:00:00.000,2020-01-06 00:00:00.000,Self
9637,17831,2014-07-14 11:32:55.943,9999-12-31 00:00:00.000,Self
7568,6525,2013-06-04 11:40:35.710,9999-12-31 00:00:00.000,Self
15905,23314,2012-12-17 10:11:12.767,9999-12-31 00:00:00.000,Self
5615,21972,2013-01-22 07:21:46.247,9999-12-31 00:00:00.000,Self
5645,22395,2014-01-13 00:00:00.000,9999-12-31 00:00:00.000,Self
8227,17534,2014-02-20 00:00:00.000,9999-12-31 00:00:00.000,Self
9663,20972,2013-12-27 17:50:39.027,9999-12-31 00:00:00.000,Self
4042,16654,2012-02-07 09:37:14.420,9999-12-31 00:00:00.000,Self
6330,24281,2011-12-09 14:52:56.717,9999-12-31 00:00:00.000,Self
7299,21607,2011-10-20 15:05:01.060,9999-12-31 00:00:00.000,Self
12491,27415,2013-12-16 15:03:50.373,9999-12-31 00:00:00.000,Self
4420,27765,2011-09-16 11:00:40.590,9999-12-31 00:00:00.000,Self
7314,8099,2012-08-01 00:00:00.000,9999-12-31 00:00:00.000,Self
3604,25137,2014-01-14 15:04:26.203,9999-12-31 00:00:00.000,Self
5564,19449,2013-05-22 09:38:27.717,9999-12-31 00:00:00.000,Self
10987,17507,2014-10-15 00:00:00.000,9999-12-31 00:00:00.000,Self
12290,28093,2013-11-05 14:03:39.323,9999-12-31 00:00:00.000,Self
9910,26606,2012-01-05 14:28:38.513,9999-12-31 00:00:00.000,Self
11703,26668,2011-10-06 10:40:27.950,9999-12-31 00:00:00.000,Self
3610,17448,2012-01-18 09:00:06.403,9999-12-31 00:00:00.000,Self
13704,13407,2012-06-26 11:14:16.083,9999-12-31 00:00:00.000,Self
8013,28669,2011-10-27 09:01:06.590,9999-12-31 00:00:00.000,Self
9324,28625,2013-07-17 13:10:32.377,9999-12-31 00:00:00.000,Self
7066,27169,2011-09-28 00:00:00.000,9999-12-31 00:00:00.000,Self
13186,29636,2012-01-10 10:47:03.607,9999-12-31 00:00:00.000,Self
10465,30274,2012-03-14 11:50:27.907,9999-12-31 00:00:00.000,Self
5324,13569,2012-06-19 07:57:32.020,9999-12-31 00:00:00.000,Self
7078,12170,2012-01-18 00:00:00.000,9999-12-31 00:00:00.000,Self
8568,20331,2012-03-21 07:58:50.763,9999-12-31 00:00:00.000,Self
5518,17642,2014-12-05 00:00:00.000,9999-12-31 00:00:00.000,Self
7359,28830,2013-09-24 08:55:54.733,9999-12-31 00:00:00.000,Self
13370,12527,2012-01-17 00:00:00.000,2015-12-02 00:00:00.000,Self
7448,15124,2011-10-19 00:00:00.000,9999-12-31 00:00:00.000,Self
12634,22312,2013-08-01 10:22:31.660,9999-12-31 00:00:00.000,Self
3051,9574,2012-11-06 00:00:00.000,9999-12-31 00:00:00.000,Self
7534,12208,2011-09-16 00:00:00.000,9999-12-31 00:00:00.000,Self
14096,17621,2014-10-03 08:58:40.760,9999-12-31 00:00:00.000,Self
12010,27147,2013-02-04 00:00:00.000,9999-12-31 00:00:00.000,Self
15231,29470,2011-09-16 00:00:00.000,9999-12-31 00:00:00.000,Self
10227,27989,2011-11-15 00:00:00.000,9999-12-31 00:00:00.000,Self
4765,13371,2012-06-21 00:00:00.000,9999-12-31 00:00:00.000,Self
8238,23533,2011-09-14 12:10:18.340,9999-12-31 00:00:00.000,Self
7661,12885,2012-10-01 11:05:59.250,9999-12-31 00:00:00.000,Self
15594,13367,2012-07-19 08:15:06.563,9999-12-31 00:00:00.000,Self
13445,25905,2012-04-19 00:00:00.000,9999-12-31 00:00:00.000,Self
7839,20113,2013-06-05 00:00:00.000,9999-12-31 00:00:00.000,Self
3340,13767,2011-10-01 00:00:00.000,9999-12-31 00:00:00.000,Self
12527,14727,2013-06-06 00:00:00.000,9999-12-31 00:00:00.000,Self
15237,26932,2011-10-11 00:00:00.000,9999-12-31 00:00:00.000,Spouse
15519,16373,2020-01-29 00:00:00.000,9999-12-31 00:00:00.000,Self
15699,27655,2012-03-08 00:00:00.000,9999-12-31 00:00:00.000,Self
10201,18785,2012-05-30 12:34:40.073,9999-12-31 00:00:00.000,Self
12976,18985,2012-01-30 07:58:44.090,9999-12-31 00:00:00.000,Self
6702,10180,2013-05-20 12:55:49.670,9999-12-31 00:00:00.000,Self
7897,18108,2013-06-12 00:00:00.000,9999-12-31 00:00:00.000,Self
4462,7149,2014-06-10 00:00:00.000,2020-11-20 00:00:00.000,Spouse
4410,27084,2013-05-06 00:00:00.000,9999-12-31 00:00:00.000,Self
10113,11516,2012-04-10 00:00:00.000,9999-12-31 00:00:00.000,Self
15684,14587,2012-11-13 00:00:00.000,9999-12-31 00:00:00.000,Self
15390,28338,2011-09-22 14:33:17.467,9999-12-31 00:00:00.000,Self
5556,6429,2013-12-11 00:00:00.000,9999-12-31 00:00:00.000,Self
10939,12503,2011-12-16 12:35:19.530,9999-12-31 00:00:00.000,Self
10904,30484,2014-11-25 09:41:59.180,9999-12-31 00:00:00.000,Self
12476,23310,2012-05-23 10:27:05.833,9999-12-31 00:00:00.000,Self
12193,23714,2013-11-12 09:44:13.537,2015-04-28 00:00:00.000,Self
6478,11791,2011-10-24 00:00:00.000,9999-12-31 00:00:00.000,Self
5551,26300,2012-01-25 09:51:07.733,9999-12-31 00:00:00.000,Self
15998,9336,2014-08-28 00:00:00.000,9999-12-31 00:00:00.000,Self
12977,28285,2012-03-14 08:11:28.393,9999-12-31 00:00:00.000,Self
12799,24918,2013-01-26 00:30:33.580,9999-12-31 00:00:00.000,Self
2718,8804,2011-10-27 00:00:00.000,9999-12-31 00:00:00.000,Self
10671,28491,2014-04-04 15:50:04.510,9999-12-31 00:00:00.000,Self
10778,18554,2012-01-09 09:23:28.840,9999-12-31 00:00:00.000,Self
7684,27789,2011-11-09 13:32:47.140,9999-12-31 00:00:00.000,Self
15364,26100,2012-06-05 00:00:00.000,9999-12-31 00:00:00.000,Self
4702,26061,2012-07-09 00:00:00.000,9999-12-31 00:00:00.000,Self
6965,24138,2012-04-06 15:01:55.810,9999-12-31 00:00:00.000,Self
4170,14505,2013-07-30 08:39:55.967,9999-12-31 00:00:00.000,Self
14753,6357,2014-01-29 13:52:17.420,9999-12-31 00:00:00.000,Self
12260,17166,2014-11-22 10:52:34.203,9999-12-31 00:00:00.000,Self
13467,9175,2013-02-11 00:00:00.000,9999-12-31 00:00:00.000,Self
12686,17547,2012-09-18 00:00:00.000,9999-12-31 00:00:00.000,Self
9059,7171,2014-09-17 00:00:00.000,9999-12-31 00:00:00.000,Self
7174,14300,2012-03-08 00:00:00.000,9999-12-31 00:00:00.000,Self
10631,20957,2013-11-26 00:00:00.000,9999-12-31 00:00:00.000,Self
4378,13788,2013-12-04 00:00:00.000,9999-12-31 00:00:00.000,Self
3379,6345,2013-03-11 00:00:00.000,9999-12-31 00:00:00.000,Self
9437,22780,2012-06-27 00:00:00.000,9999-12-31 00:00:00.000,Self
14773,8262,2014-09-22 09:45:37.590,9999-12-31 00:00:00.000,Self
14265,26069,2013-07-10 00:00:00.000,9999-12-31 00:00:00.000,Self
14266,24991,2014-03-13 13:06:47.420,9999-12-31 00:00:00.000,Self
14390,21601,2014-08-27 00:00:00.000,9999-12-31 00:00:00.000,Self
15531,30457,2012-04-09 00:00:00.000,9999-12-31 00:00:00.000,Self
14162,25985,2013-06-03 08:41:50.883,9999-12-31 00:00:00.000,Self
14856,25589,2012-06-20 00:00:00.000,9999-12-31 00:00:00.000,Self
6963,11586,2014-09-02 09:15:24.900,9999-12-31 00:00:00.000,Self
8240,19244,2011-10-26 00:00:00.000,9999-12-31 00:00:00.000,Self
13184,11812,2011-12-30 08:20:26.467,9999-12-31 00:00:00.000,Self
11875,7615,2014-03-24 08:13:47.687,9999-12-31 00:00:00.000,Self
7763,22655,2014-12-18 09:52:56.697,9999-12-31 00:00:00.000,Self
5094,10628,2011-09-27 00:00:00.000,9999-12-31 00:00:00.000,Self
12519,18093,2012-08-30 09:24:41.803,9999-12-31 00:00:00.000,Self
13879,30415,2013-12-11 13:56:20.243,2015-05-13 00:00:00.000,Self
7144,15922,2011-10-13 12:39:03.653,9999-12-31 00:00:00.000,Self
11036,19745,2011-12-07 00:00:00.000,9999-12-31 00:00:00.000,Self
5195,20118,2012-09-11 08:35:06.283,9999-12-31 00:00:00.000,Self
13251,25725,2013-06-03 00:00:00.000,9999-12-31 00:00:00.000,Self
12382,29738,2011-10-14 00:00:00.000,9999-12-31 00:00:00.000,Self
6742,10834,2011-09-29 00:00:00.000,9999-12-31 00:00:00.000,Self
15123,24831,2011-11-02 14:13:01.623,9999-12-31 00:00:00.000,Self
13134,28054,2011-11-10 14:00:05.700,9999-12-31 00:00:00.000,Self
11601,11905,2014-09-23 00:00:00.000,9999-12-31 00:00:00.000,Self
14223,18341,2012-10-31 00:00:00.000,9999-12-31 00:00:00.000,Self
15408,6978,2012-08-23 00:00:00.000,9999-12-31 00:00:00.000,Self
9285,16429,2011-10-06 12:30:51.590,9999-12-31 00:00:00.000,Self
5839,12612,2014-07-01 09:28:44.440,9999-12-31 00:00:00.000,Self
11754,6995,2012-03-02 00:00:00.000,9999-12-31 00:00:00.000,Self
3898,9548,2014-07-22 00:00:00.000,9999-12-31 00:00:00.000,Self
12668,17934,2013-07-16 00:00:00.000,9999-12-31 00:00:00.000,Self
11468,14586,2013-01-10 07:56:04.110,9999-12-31 00:00:00.000,Self
8256,6527,2013-05-10 11:30:41.693,9999-12-31 00:00:00.000,Self
9559,7912,2012-02-24 07:31:11.903,9999-12-31 00:00:00.000,Self
12252,24774,2012-03-13 00:00:00.000,9999-12-31 00:00:00.000,Self
10705,11343,2011-10-03 00:00:00.000,9999-12-31 00:00:00.000,Self
4419,28128,2014-03-26 00:00:00.000,2015-05-18 00:00:00.000,Self
5194,7728,2012-08-29 11:06:09.580,9999-12-31 00:00:00.000,Self
9752,27776,2014-08-05 00:00:00.000,9999-12-31 00:00:00.000,Self
6740,13410,2013-11-05 00:00:00.000,9999-12-31 00:00:00.000,Self
9106,27220,2012-06-13 13:58:58.217,9999-12-31 00:00:00.000,Self
11625,15937,2011-12-14 08:38:44.420,9999-12-31 00:00:00.000,Self
10531,22029,2011-09-21 12:27:39.107,9999-12-31 00:00:00.000,Self
15240,6950,2012-04-11 13:37:16.107,9999-12-31 00:00:00.000,Self
